,Ordem de prod,Temperatura (F°),Peso médio (g),Comprimento médio (mm),Diâmetro,Gotas cortadas (toneladas),Total de Defeitos no Dia,Sujo de óleo,Rugas,Racho na terminação,Trinca por choque térmico,Dobra,Falta de seção,Bolha,Sardas,Dobra aberta no gargalo,Lascado em produção,Racho no espelho,Pinta preta,Parada de Máquina em Troca,Bolha aberta,Racho abaixo,Racho na rosca,Marca brilhante,Pedra,Fora de cor,Marca de escova,T abaixo do mínimo,Marca de molde,Racho no ombro,Sujo de molde,I abaixo do mínimo,Onda,Costura,Terminação suja,Frasco caído na esteira,Corpo torto,Ombro mal cheio,Aderido,Parada de Máquina Diversa,H acima do máximo,Fundo torto,Gargalo fraco,Costura desencontrada,Cava no ombro,Martelado,Racho na trava,Frio,Aglomerado de bolhas,Racho no anel,Respingo de óleo,Volume abaixo do mínimo,Racho no desenho,Terminação deformada,Racho no fundo,Ombro deformado,Boca abaixo do mínimo,Dupla costura,Racho no corpo,Cascão,Volume acima do máximo,T acima do máximo,Batido,Lascado no empacotamento,Ombro acima do máximo,Mancha escura,Racho acima do anel,Corpo +,H abaixo do mínimo,Racho no gargalo,Sujeira externa,Mancha de óleo,Rebarba,Ferrugem no fundo,Marca de tesoura,Amassado,Atrito,Gargalo fechado,Quebrado,Terminação torta,Dobra aberta,Mal distribuído,Fundo irregular,Racho no registro,Áspero,Sujo de óleo lambuzado,Microfissura,Marca de baffle,Friso -,Friso na terminação,Friso no fundo,Racho acima do fundo,Desenho apagado,Marca brilhante no fundo,Gaiola,Costura cortante,Lascado no fundo,Fundo canto fino,Chupado,Estufado,Rebarba na terminação,Cava no gargalo,Rebarba cortante,Terminação fora de centro,Altura acima do máximo,Friso +,Canto fino,Ferrugem,Parede irregular,Onda no fundo,Altura abaixo do mínimo,Risco,Ombro abaixo do mínimo,Espessura acima do máximo,Fio de tesoura,Meia lua,Anel deformado,Fundo fino,Bolha aberta no espelho,Rebarba interna,Racho na costura,Sujeira interna,Racho nas letras,Costura saliente na rosca,Bolha aberta interna,Cascão cortante,Espessura abaixo do mínimo,Fundo deformado,Bolha na alça,Ferrugem no corpo,Fagulha,Alça deformada,Instabilidade,Crú
17,193164,2123.9999999999977,147.1,98.3,36.5,20.403,231,75,2,36,23,2,0,2,18,0,2,6,17,0,1,2,6,1,9,0,3,0,0,0,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,193164,2123.9999999999977,147.2,96.7,36.0,20.4,198,75,0,21,17,8,0,10,10,0,1,15,10,0,4,2,2,0,1,0,2,3,0,0,0,1,0,0,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,193164,2123.6799999999985,148.1,96.6,36.2,20.429,215,95,12,35,9,6,1,7,14,0,0,2,7,0,5,1,6,0,1,0,3,5,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,193164,2119.999999999998,147.8,97.5,36.4,20.464,212,52,3,28,4,1,3,15,20,0,8,4,3,0,3,4,10,1,4,0,2,7,1,0,2,2,0,0,3,15,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
21,193164,2119.999999999998,147.5,108.6,34.2,20.353,224,79,19,20,15,1,10,7,15,0,3,2,1,0,3,2,2,2,1,0,6,4,2,0,1,11,1,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,193164,2117.5199999999986,148.2,107.7,34.0,20.422,224,73,15,9,14,8,3,1,25,0,8,5,15,0,0,6,1,0,5,0,1,0,0,1,0,2,0,1,15,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23,193164,2067.1599999999985,148.9,104.9,34.5,20.447,193,65,7,10,8,1,5,12,6,0,4,8,11,0,2,7,6,0,3,0,1,3,0,0,1,1,0,0,11,0,0,0,0,0,6,0,0,0,1,0,0,1,0,0,5,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,193206,2195.049999999999,172.5,82.2,32.3,22.406,208,53,20,7,1,9,8,0,0,8,2,1,3,0,1,0,7,11,8,0,0,0,4,0,0,6,0,5,0,13,2,0,0,0,2,4,8,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,193206,2177.37,171.2,91.9,38.6,21.226,255,50,37,27,2,14,11,7,0,2,1,0,1,0,5,1,3,1,2,0,2,12,4,0,10,1,0,8,0,7,4,0,0,0,1,5,0,0,1,0,6,0,0,0,0,3,0,0,0,1,0,0,2,0,8,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,193206,2160.1899999999987,170.5,91.2,39.0,22.082,287,94,22,24,3,2,4,14,19,0,3,0,3,0,5,1,2,1,3,0,0,4,5,5,31,1,0,5,0,0,8,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,193206,2150.0399999999986,170.4,96.3,37.6,8.598,291,48,14,7,0,1,22,4,11,0,4,0,4,0,1,0,4,0,0,0,0,15,0,0,20,0,0,0,0,0,2,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,193207,2148.0299999999984,169.6,96.3,37.6,8.823,291,17,4,2,1,0,2,4,0,0,1,0,0,20,1,0,1,0,0,41,0,4,0,0,4,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,193207,2144.109999999998,170.6,99.8,37.1,14.741,243,63,23,2,6,0,94,2,0,2,10,0,2,0,0,1,8,0,0,0,0,1,2,0,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,193207,2137.629999999999,170.1,94.8,35.0,14.685,201,58,27,2,12,2,38,1,5,7,3,0,1,0,1,0,5,3,1,0,0,6,5,0,0,5,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,193207,2137.629999999999,171.7,102.9,36.6,14.851,229,89,29,8,21,0,0,7,6,7,5,0,1,0,1,0,6,11,2,0,0,0,1,0,2,6,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,2,0,0,0,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,193207,2136.579999999999,171.5,101.5,36.8,14.783,201,51,34,4,11,10,6,6,7,2,6,2,3,0,1,3,9,2,1,0,1,6,3,0,5,4,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,193207,2137.109999999998,171.0,99.5,37.1,14.169,220,91,34,12,6,1,6,4,6,0,4,0,2,0,3,1,10,1,2,0,0,7,0,0,6,5,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,193207,2137.0499999999984,171.3,99.7,37.0,14.749,187,78,42,12,4,2,6,10,5,1,4,0,0,0,1,0,3,1,1,0,2,0,0,0,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,193207,2137.0499999999984,171.1,100.7,36.8,14.777,201,139,15,7,6,0,0,4,5,1,0,0,0,0,1,1,3,0,0,0,2,3,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,193207,2137.0499999999984,171.0,99.4,37.0,14.787,191,104,9,16,8,1,0,9,10,0,6,1,0,0,2,2,4,0,4,0,0,5,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,193207,2140.6799999999985,170.8,87.7,34.6,10.55,166,64,26,14,12,11,0,7,2,1,6,0,0,0,0,1,4,0,5,0,0,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,193208,2180.7699999999986,122.0,75.3,34.2,14.451,127,19,7,0,14,4,23,6,0,0,0,1,3,0,0,0,0,0,1,0,0,0,4,16,4,0,1,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,193208,2171.8799999999987,122.2,46.7,20.7,5.292,242,29,8,3,3,0,0,15,1,6,2,0,1,0,0,0,0,0,0,0,1,0,0,6,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,193209,2167.769999999999,191.6,46.7,20.7,13.213,242,3,4,2,9,8,0,3,2,1,0,0,0,12,0,0,3,0,0,86,0,0,2,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
